mse00,psnr01,ad02,sc03,nk04,md05,lmse06,nae07,snrv08,ramdv09,mas10,mams11,sme12,gme16,gpe17,ssim18,vif19,hlfi25,path,y
0.0018476720433682203,75.46455383300781,4.2711513942567437e-17,1.0283311605453491,0.9833745956420898,0.13103671371936798,0.1453472524881363,0.06897809356451035,22.441051483154297,0.3541943430900574,0.9997064471244812,0.0003065847558900714,24.61354637145996,0.006508834660053253,0.1525895595550537,0.999968945980072,0.4526200294494629,0.9215461015701294,cda-project/images/Train/n/1_1_01_2_0.jpg,False
0.0020132199861109257,75.09188842773438,4.1329903943922167e-17,1.0330361127853394,0.9807759523391724,0.16001001000404358,0.13533711433410645,0.07196559756994247,21.891992568969727,0.3904567062854767,0.9996882677078247,0.0003253269533161074,26.632875442504883,0.006959340535104275,0.10140825062990189,0.9999663829803467,0.45950013399124146,0.912206768989563,cda-project/images/Train/n/1_1_01_3_0.jpg,False
0.00196047592908144,75.20719146728516,4.7705051099317355e-17,1.0230069160461426,0.9864364862442017,0.14504578709602356,0.14402958750724792,0.0587434321641922,23.337127685546875,0.3632275462150574,0.999744176864624,0.00026922280085273087,27.168859481811523,0.006679536309093237,0.4217965006828308,0.9999681115150452,0.4573477506637573,0.9288705587387085,cda-project/images/Train/n/1_1_01_4_0.jpg,False
0.004397857002913952,71.69839477539062,4.492209126388885e-17,1.0571680068969727,0.9673486948013306,0.18409723043441772,0.1465151011943817,0.09703051298856735,19.497699737548828,0.41266322135925293,0.9995772242546082,0.0004422516794875264,60.755340576171875,0.010119532234966755,0.34524986147880554,0.9999259114265442,0.45487892627716064,0.9310134053230286,cda-project/images/Train/n/1_1_01_5_0.jpg,False
0.0021592285484075546,74.7878189086914,3.940551457093185e-17,1.036684274673462,0.9786848425865173,0.12694278359413147,0.1412217766046524,0.07762053608894348,21.40009307861328,0.3428780436515808,0.9996614456176758,0.00035255466355010867,27.621654510498047,0.0070670004934072495,0.11915940791368484,0.9999638795852661,0.45364582538604736,0.9249948263168335,cda-project/images/Train/n/1_1_02_2_0.jpg,False
0.0022894369903951883,74.53351593017578,3.9977897085038944e-17,1.0390206575393677,0.9774619936943054,0.14223811030387878,0.13110683858394623,0.07773540169000626,21.237340927124023,0.3670412600040436,0.9996572732925415,0.0003571579873096198,29.305078506469727,0.0074552809819579124,0.0813307985663414,0.9999615550041199,0.46043822169303894,0.9179808497428894,cda-project/images/Train/n/1_1_02_3_0.jpg,False
0.001621938543394208,76.03045654296875,4.2538811865556165e-17,1.024665117263794,0.9855057597160339,0.1580573469400406,0.1404116302728653,0.060224276036024094,23.082948684692383,0.3815544545650482,0.9997456669807434,0.0002664757485035807,24.060089111328125,0.006169931497424841,0.20419301092624664,0.9999728202819824,0.4619777500629425,0.9276456832885742,cda-project/images/Train/n/1_1_02_4_0.jpg,False
0.004083679523319006,72.0202865600586,4.002724006293896e-17,1.0643670558929443,0.9634972810745239,0.17889904975891113,0.1461915373802185,0.10232246667146683,19.020177841186523,0.4085412621498108,0.999553382396698,0.0004652795905712992,55.21062469482422,0.009989166632294655,0.24580693244934082,0.999930739402771,0.45616987347602844,0.9288460612297058,cda-project/images/Train/n/1_1_02_5_0.jpg,False
0.0018900727154687047,75.36602020263672,3.6731110610372354e-17,1.0379198789596558,0.9779582023620605,0.15943041443824768,0.14476843178272247,0.07579238712787628,21.221027374267578,0.393014520406723,0.9996545910835266,0.0003584938822314143,23.810009002685547,0.0066382247023284435,0.1422768533229828,0.9999691247940063,0.45638760924339294,0.9116661548614502,cda-project/images/Train/n/1_1_03_2_0.jpg,False
0.0018013324588537216,75.57486724853516,3.587747345310743e-17,1.0383594036102295,0.9777811169624329,0.15791161358356476,0.1367129534482956,0.0741414725780487,21.25203514099121,0.386200487613678,0.9996810555458069,0.000331790535710752,24.756086349487305,0.0066436645574867725,0.09127160906791687,0.9999698400497437,0.4605729877948761,0.9174907803535461,cda-project/images/Train/n/1_1_03_3_0.jpg,False
0.0017533458303660154,75.69213104248047,3.861602361580919e-17,1.030853271484375,0.9819847941398621,0.1683749109506607,0.13922874629497528,0.06509768962860107,22.146331787109375,0.3880775570869446,0.9997125864028931,0.00030005487496964633,24.684017181396484,0.006309062242507935,0.22507503628730774,0.9999709129333496,0.46365371346473694,0.9229310154914856,cda-project/images/Train/n/1_1_03_4_0.jpg,False
0.00432753749191761,71.76839447021484,3.832983235875564e-17,1.0756088495254517,0.9576612114906311,0.1782694011926651,0.14065127074718475,0.10929636657238007,18.421337127685547,0.4133704900741577,0.999516487121582,0.0005027639563195407,59.85997009277344,0.010042963549494743,0.27791598439216614,0.9999275207519531,0.46297332644462585,0.9240096807479858,cda-project/images/Train/n/1_1_03_5_0.jpg,False
0.001444628112949431,76.53324127197266,4.2686840799256205e-17,1.0219032764434814,0.9870342016220093,0.1175789088010788,0.15109513700008392,0.05844400078058243,23.47004508972168,0.3306388854980469,0.9997274875640869,0.00028398926951922476,17.613752365112305,0.0058845398016273975,0.15655411779880524,0.9999760985374451,0.45130014419555664,0.9196416139602661,cda-project/images/Train/n/1_1_04_2_0.jpg,False
0.0016412683762609959,75.97900390625,4.108318574569965e-17,1.026383876800537,0.9844782948493958,0.12197691947221756,0.14730532467365265,0.06350302696228027,22.726421356201172,0.33912816643714905,0.9997115731239319,0.0003006875340361148,21.208974838256836,0.00631335936486721,0.16064679622650146,0.9999724626541138,0.45446473360061646,0.9092485308647156,cda-project/images/Train/n/1_1_04_3_0.jpg,False
0.0012779695680364966,77.06559753417969,4.549447377799594e-17,1.0165855884552002,0.9900992512702942,0.14240995049476624,0.1590060442686081,0.04968300834298134,24.57620620727539,0.3575705885887146,0.9997687339782715,0.00024199238396249712,16.440963745117188,0.005477392114698887,0.4521157443523407,0.9999790191650391,0.4520840644836426,0.9295342564582825,cda-project/images/Train/n/1_1_04_4_0.jpg,False
0.0025164007674902678,74.12300872802734,4.103384276779964e-17,1.039263129234314,0.9771115183830261,0.16498567163944244,0.15498265624046326,0.07832681387662888,20.970666885375977,0.38839542865753174,0.9996383786201477,0.0003763412532862276,32.04914474487305,0.007721568923443556,0.3187851905822754,0.9999579787254333,0.45475056767463684,0.935290515422821,cda-project/images/Train/n/1_1_04_5_0.jpg,False
0.0012959117302671075,77.00505065917969,3.821634317871337e-17,1.0237845182418823,0.9859532713890076,0.10164114832878113,0.15063674747943878,0.05888326093554497,23.132335662841797,0.3101608455181122,0.999716579914093,0.00029426507535390556,15.404276847839355,0.005799058824777603,0.1363169103860855,0.9999786019325256,0.46244290471076965,0.9198442101478577,cda-project/images/Train/n/1_1_05_2_0.jpg,False
